Shutter Speed (ms):, 27.5833
Gain (dB):, 0
Sharpness:, 1426
150,12100.8
151,11289.3
152,11273.3
153,11287.7
154,11312.9
155,11384.6
156,11557.8
157,11722.5
158,11951.1
159,12171.9
160,12460.3
161,12817.5
162,13174.1
163,13606.2
164,14157.6
165,14648.3
166,15236.4
167,15893.5
168,16646.4
169,17386.2
170,18100.4
171,18676.6
172,19487.8
173,20327
174,21161.7
175,22348
176,23537.8
177,24609.1
178,25897.7
179,26988.9
180,27931.3
181,28392.7
182,28053.1
183,27445.8
184,26315.8
Best Voltage Step Value:, 181
