Shutter Speed (ms):, 33.25
Gain (dB):, 0
Sharpness:, 1426
150,26248.5
151,24183.4
152,24368.3
153,24554.1
154,25184.9
155,26109.4
156,27204.4
157,28678.3
158,30421.8
159,32277.2
160,33841.5
161,34384.4
162,34015.4
163,32789.4
164,31151.3
165,29657.9
166,27988.7
167,26844.7
168,25710.4
169,24761.4
170,23733.4
171,23032.8
172,22125.4
173,21328.9
174,20404.2
175,19339.5
176,18440
177,17744.2
178,16980.9
179,16382
180,15925.4
181,15498.6
182,15071
183,14713.6
184,14490.2
185,14247.6
186,14162.2
187,14082.1
188,13994.7
189,13964.2
190,13952.7
191,13870.1
192,13881.6
193,13817.6
194,13794.5
Best Voltage Step Value:, 161
