Shutter Speed (ms):, 33.25
Gain (dB):, 0
Sharpness:, 1426
150,24367.3
151,22795.6
152,22948.7
153,23273.1
154,23849.1
155,24998.3
156,26085.4
157,27485.2
158,28946.5
159,29941.5
160,29707.2
161,28800.6
162,27546.9
163,26383.5
164,25216.8
165,24041
166,23067.2
167,22212.6
168,21234.3
169,20427.3
170,19787.9
171,19056.4
172,18318.1
173,17606.9
174,16860
175,16247
176,15666.7
177,15181.3
178,14717.7
179,14318.1
180,14015.1
181,13725
182,13462.5
183,13280.1
184,13167
185,13077.1
186,13015.2
187,12954.1
188,12958.3
189,13015
190,12966.9
191,12963.3
192,12948
193,12924.1
194,12926.5
Best Voltage Step Value:, 159
