Shutter Speed (ms):, 27.5833
Gain (dB):, 0
Sharpness:, 1426
150,23026.5
151,21702.5
152,21598.2
153,21619.5
154,21691.4
155,21822.2
156,21970.4
157,22233.3
158,22556.2
159,22907
160,23356.4
161,23844.9
162,24469.1
163,25071.6
164,25938.3
165,26658.5
166,27529.7
167,28456
168,29423.7
169,30525.9
170,31718
171,32650.8
172,34023.5
173,35485.9
174,37151.2
175,39195.2
176,41370.6
177,43366.2
178,45890
179,48021.4
180,49880.6
181,51446.7
182,51763.4
183,50648
184,48607.9
Best Voltage Step Value:, 182
