4.9999,566401
4.72212,568700
4.44434,577065
4.16657,590232
3.88879,593974
3.61101,595321
3.33323,619605
3.05546,633388
2.77768,649189
2.4999,668156
2.22212,683846
1.94434,697962
1.66657,718590
1.38879,752310
1.11101,773244
0.833233,827944
0.555456,881304
0.277678,973876
0.0001,981543
0.277878,973876
0.555656,881304
0.833433,827944
1.11121,773244
1.38899,752310
1.66677,718590
1.94454,697962
2.22232,683846
2.5001,668156
2.77788,649189
3.05566,633388
3.33343,619605
3.61121,595321
3.88899,593974
4.16677,590232
4.44454,577065
4.72232,568700
Best Sigma Value:, 0.0001
