Shutter Speed (ms):, 27.5833
Gain (dB):, 0
Sharpness:, 1426
150,16344.6
151,15121.2
152,15147.4
153,15201.8
154,15304.9
155,15535.5
156,15747
157,16103.4
158,16646.8
159,17189.9
160,17760.3
161,18408.9
162,19074.5
163,19957.9
164,20934.9
165,21919.9
166,22860.7
167,23896.2
168,24969.5
169,26169.9
170,27535.6
171,28793.3
172,30208
173,31487.9
174,32485.5
175,33528.5
176,34081.3
177,34321.6
178,34029.1
179,33267.6
180,32575.9
181,31612.5
182,30476.1
183,29319.8
184,28094.6
Best Voltage Step Value:, 177
