Shutter Speed (ms):, 33.25
Gain (dB):, 0
Sharpness:, 1426
150,41736.5
151,36839.5
152,37103.9
153,37499.3
154,38587.5
155,40163.8
156,42301.9
157,45745.7
158,49505.7
159,52903.5
160,54011.2
161,52647.8
162,50220.1
163,47046
164,44273.8
165,41920.3
166,39978.8
167,38048.2
168,36473.3
169,35095.5
170,33628.6
171,32649.8
172,31591.3
173,30309.7
174,29167.3
175,28009.5
176,26905.8
177,25909.4
178,25043.2
179,24385.5
180,23721.3
181,23193.3
182,22645.4
183,22127.1
184,21772.7
185,21491.2
186,21220.4
187,21024.3
188,20880.6
189,20768.4
190,20675.6
191,20621.5
192,20511.1
193,20401.9
194,20315.2
Best Voltage Step Value:, 160
