Shutter Speed (ms):, 33.25
Gain (dB):, 0
Sharpness:, 1426
150,31642.2
151,26177.4
152,26400.1
153,26739.6
154,27591.6
155,28639
156,30249.5
157,31549.8
158,32891.2
159,33903.2
160,34171.6
161,34116
162,33578.9
163,32708.7
164,31395.7
165,29894.9
166,28512
167,27301.6
168,25976
169,24958.4
170,24072.5
171,23004.1
172,22212
173,21410.3
174,20705.5
175,19869
176,19231
177,18666.1
178,18133.4
179,17716
180,17398.8
181,17117
182,16879.9
183,16621.5
184,16513.3
185,16393.4
186,16322.8
187,16256.2
188,16203.4
189,16161.9
190,16194
191,16178.3
192,16096.6
193,16096.2
194,16090.4
Best Voltage Step Value:, 160
