Shutter Speed (ms):, 27.5833
Gain (dB):, 0
Sharpness:, 1426
150,9936.08
151,9037.54
152,9094.32
153,9134.95
154,9232.78
155,9419.25
156,9682.3
157,9999.89
158,10340.2
159,10829.6
160,11231.4
161,11695
162,12203.1
163,12737.5
164,13281.9
165,13807.5
166,14367.4
167,14920.2
168,15691.1
169,16394
170,17144.9
171,17659.6
172,18257.9
173,18666.4
174,18971.1
175,19022.2
176,18849.2
177,18759.4
178,18599.9
179,18339.7
180,18046.8
181,17587
182,17099.5
183,16482.2
184,15865.3
Best Voltage Step Value:, 175
