Shutter Speed (ms):, 27.5833
Gain (dB):, 0
Sharpness:, 1426
150,23596.7
151,22519.3
152,22555.2
153,22605.7
154,22799.7
155,22888.2
156,23104.7
157,23367.5
158,23589.2
159,23925.1
160,24264.8
161,24570.6
162,25049.8
163,25621.2
164,26159.6
165,26926.3
166,27624.3
167,28431
168,29457.2
169,30389.2
170,31214.6
171,32191.7
172,33326.1
173,34472.3
174,35680.7
175,37323.3
176,38936.4
177,41372.5
178,43475.7
179,46104.4
180,49391.2
181,52965.5
182,56030.2
183,56957
184,56447.5
Best Voltage Step Value:, 183
