Shutter Speed (ms):, 26.2291
Gain (dB):, 0.134861
Sharpness:, 1415
150,23660.3
151,23248.4
152,23327.5
153,23287.1
154,23333.3
155,23393.4
156,23588.5
157,23820.4
158,24089.5
159,24405.6
160,24785.4
161,25262.3
162,25823
163,26452.7
164,27145.1
165,27759.5
166,28601.7
167,29625.8
168,30485.5
169,31580.5
170,32749
171,34092.1
172,35758.2
173,37495.9
174,39647.9
175,42172.1
176,45012
177,47084.9
178,49120.1
179,50515.5
180,51303.2
181,51074.1
182,50158.9
183,48556
184,46190.8
185,44049.8
186,41995.5
187,40095.4
188,38245.2
189,36848.1
190,35257
191,33974.6
192,33226.3
193,32098.2
194,31078
Best Voltage Step Value:, 180
