Shutter Speed (ms):, 27.5833
Gain (dB):, 0
Sharpness:, 1426
150,11001.5
151,10603.4
152,10588.5
153,10585.4
154,10628.2
155,10649.4
156,10805.5
157,11017.3
158,11251.3
159,11524.2
160,11883.3
161,12255.4
162,12693.7
163,13196.5
164,13757.8
165,14282.9
166,14895.5
167,15559.5
168,16342.2
169,17030
170,17743.3
171,18549
172,19427.5
173,20278
174,21335.3
175,22261.5
176,23299.1
177,24508.8
178,25234.8
179,25901.5
180,26102.7
181,25975.6
182,25301
183,24316.6
184,23255.4
Best Voltage Step Value:, 180
