Shutter Speed (ms):, 33.25
Gain (dB):, 0.526582
Sharpness:, 1381
150,36425.8
151,36699.2
152,37203.3
153,37948.8
154,39581.7
155,40662
156,40988.4
157,40458.1
158,39378
159,37807.4
160,36364.1
161,34803.8
162,33324.1
163,31895.7
164,30724
165,29707.1
166,28597.6
167,27531.6
168,26152.5
169,25158.2
170,24174
171,23065.7
172,22112.6
173,21298.6
174,20323.4
175,19614.4
176,18932.9
177,18356.6
178,17937.1
179,17562.4
180,17272.4
181,17080.6
182,16909
183,16820.7
184,16691.7
185,16668.1
186,16586.5
187,16609.6
188,16594.8
189,16556.6
190,16514.5
191,16472.3
192,16421.9
193,16395.6
194,16351.7
Best Voltage Step Value:, 156
