Shutter Speed (ms):, 27.5833
Gain (dB):, 0
Sharpness:, 1426
150,20978.9
151,19127.8
152,19124.2
153,19126.7
154,19296.1
155,19645.3
156,20007
157,20474.5
158,21019.6
159,21630.9
160,22324.7
161,23039.4
162,23835.3
163,24689.1
164,25525.1
165,26412.6
166,27366.2
167,28397.8
168,29372.7
169,30644.5
170,31838.1
171,33140.2
172,34574.2
173,35935.3
174,37155.3
175,38204.5
176,38949.3
177,39333.2
178,39039.1
179,38705.5
180,37969.1
181,37130.3
182,35561.2
183,34148.7
184,32889.7
Best Voltage Step Value:, 177
