Shutter Speed (ms):, 33.25
Gain (dB):, 0
Sharpness:, 1426
150,36636.7
151,33938.6
152,34225.1
153,34748.6
154,35563.4
155,36371.6
156,36702.9
157,36545.9
158,35699.7
159,34349.8
160,32626.4
161,31201.7
162,29841.3
163,28431.5
164,27166.5
165,26069.3
166,24757.1
167,23577.7
168,22418.8
169,21366.1
170,20193.9
171,19281.4
172,18448.4
173,17563.2
174,16995.6
175,16439
176,16048.7
177,15648.8
178,15332.1
179,15163.5
180,14998.6
181,14919.6
182,14891.4
183,14871.2
184,14898.8
185,14892.2
186,14829.1
187,14849.9
188,14811
189,14778.7
190,14759.4
191,14676.4
192,14667.8
193,14662.2
194,14648.3
Best Voltage Step Value:, 156
