Shutter Speed (ms):, 33.25
Gain (dB):, 0
Sharpness:, 1426
150,30110.1
151,25807.7
152,25814.9
153,26000.9
154,26305.4
155,26781.2
156,27396.6
157,28256.8
158,29265.1
159,30146.6
160,31158.8
161,32235.4
162,33287.3
163,34378.1
164,35400.8
165,36770.1
166,38175.4
167,39447.6
168,41015.3
169,42495.2
170,44137.6
171,45999
172,47953.7
173,49449.5
174,51035
175,52170.4
176,52808.1
177,52728.1
178,52272
179,51482.9
180,49962.8
181,48425.7
182,46886.1
183,45016
184,42907.8
185,41262.3
186,39753.3
187,38504.8
188,37301.8
189,36100.1
190,34631
191,33636
192,32869
193,31911.6
194,30914.9
Best Voltage Step Value:, 176
