Shutter Speed (ms):, 27.5833
Gain (dB):, 0
Sharpness:, 1426
150,19420.1
151,17673.2
152,17777.2
153,17815.5
154,18080.9
155,18377.3
156,18893.1
157,19451.9
158,19950.5
159,20735.8
160,21333.3
161,22016.7
162,22790.4
163,23551.8
164,24411.4
165,25225.1
166,26018.4
167,26961.3
168,28117.7
169,29241.6
170,30188.5
171,31056.3
172,31751.7
173,32196.5
174,32535.8
175,32835.3
176,32992.1
177,32998.1
178,32784.6
179,32485.3
180,32007.6
181,31196.6
182,29955.3
183,28728.2
184,27507.4
Best Voltage Step Value:, 177
