Shutter Speed (ms):, 27.5833
Gain (dB):, 0
Sharpness:, 1426
150,11713.6
151,11730.9
152,11809
153,11912.8
154,12043.2
155,12202.7
156,12408.1
157,12657
158,13037.2
159,13449.1
160,13791
161,14231.5
162,14554.8
163,15063.9
164,15610.7
165,16188.3
166,16804.8
167,17508.1
168,18277.7
169,19118.3
170,20008.9
171,20701.1
172,21395.8
173,22015.8
174,22440.8
175,22682.8
176,22707.5
177,22666
178,22696.7
179,22534.6
180,22277.2
181,21788.1
182,20992.5
183,20264.4
184,19570.8
Best Voltage Step Value:, 176
