Shutter Speed (ms):, 26.2291
Gain (dB):, 0.134861
Sharpness:, 1415
150,18165.5
151,16842.8
152,16899.7
153,16957.9
154,17171.3
155,17356.1
156,17787.5
157,18215
158,18829.5
159,19335
160,19945.4
161,20690.8
162,21548.7
163,22407.5
164,23359.3
165,24200.2
166,25310.4
167,26552.3
168,27757.5
169,29044.1
170,30270.4
171,31586.9
172,33058.1
173,34447.4
174,35889.2
175,37857.6
176,39839.4
177,41799.4
178,43548.4
179,44747.5
180,45165.6
181,44734.4
182,43606.8
183,42186.9
184,40029.4
185,38387.8
186,36422.4
187,34707.5
188,33114.7
189,31726.5
190,30328.1
191,29237.2
192,28427.8
193,27258.9
194,26081.2
Best Voltage Step Value:, 180
