4.9999,690806
4.72212,690706
4.44434,699777
4.16657,712002
3.88879,714307
3.61101,712585
3.33323,738968
3.05546,751629
2.77768,767060
2.4999,783911
2.22212,798057
1.94434,809057
1.66657,826952
1.38879,857974
1.11101,873222
0.833233,923913
0.555456,968196
0.277678,1.05329e+006
0.0001,1.06162e+006
0.277878,1.05329e+006
0.555656,968196
0.833433,923913
1.11121,873222
1.38899,857974
1.66677,826952
1.94454,809057
2.22232,798057
2.5001,783911
2.77788,767060
3.05566,751629
3.33343,738968
3.61121,712585
3.88899,714307
4.16677,712002
4.44454,699777
4.72232,690706
Best Sigma Value:, 0.0001
