Shutter Speed (ms):, 33.25
Gain (dB):, 0
Sharpness:, 1426
150,33338.4
151,30960.6
152,30910.8
153,30930.9
154,30953.5
155,31125.8
156,31526.7
157,31984.1
158,32510.3
159,33099.9
160,33753.3
161,34567.2
162,35419.5
163,36384.5
164,37274.7
165,38412.6
166,39768.8
167,41148.2
168,42588.7
169,43857.1
170,45207.8
171,46984.8
172,48999.8
173,50861.3
174,52921.7
175,54415.1
176,55311.5
177,55533.2
178,55327.2
179,54790.3
180,53495
181,52019.1
182,50684.3
183,49052.6
184,47315.2
185,45803.2
186,44410.4
187,43120.2
188,41895.7
189,40573.1
190,39117.8
191,37869.8
192,37065.9
193,36196.5
194,35233.7
Best Voltage Step Value:, 177
