Shutter Speed (ms):, 27.5833
Gain (dB):, 0
Sharpness:, 1426
150,20654.8
151,19417.1
152,19449
153,19410
154,19492.6
155,19752.9
156,20021.1
157,20482.5
158,20881.3
159,21471.9
160,22112.7
161,22784.5
162,23629.4
163,24460.9
164,25413.1
165,26388.4
166,27332.5
167,28247.1
168,29375.1
169,30537.4
170,31659.1
171,32765.1
172,34240.7
173,35534.8
174,37144.4
175,38544.9
176,40268.2
177,41870.6
178,43626
179,44896.6
180,45680
181,45831.3
182,44817.8
183,43185.2
184,41518.2
Best Voltage Step Value:, 181
