Shutter Speed (ms):, 26.2291
Gain (dB):, 0.134861
Sharpness:, 1415
150,21771.6
151,21111.1
152,21130.6
153,21179
154,21278.9
155,21444.4
156,21812.1
157,22146.5
158,22588.8
159,23110.2
160,23667.3
161,24260.6
162,25074.1
163,25958.6
164,26977.4
165,27952.3
166,29254.3
167,30534.1
168,32046.1
169,33204
170,34559.4
171,35987.3
172,37559.5
173,39439.9
174,41478.7
175,43740.8
176,46031.3
177,47933.3
178,49176.2
179,50130.8
180,50705.6
181,50519.4
182,49598.6
183,48057.1
184,45898.5
185,44006.4
186,42035.2
187,40616.5
188,38783.1
189,37387
190,35733.2
191,34371.5
192,33380.2
193,32067.7
194,30535.6
Best Voltage Step Value:, 180
