Shutter Speed (ms):, 27.5833
Gain (dB):, 0
Sharpness:, 1426
150,21083.2
151,20057.5
152,20002.9
153,20041.5
154,20151
155,20303.9
156,20523.1
157,20890.8
158,21330.8
159,21714.3
160,22255.5
161,22881.2
162,23609.9
163,24387.7
164,25193.8
165,26061.7
166,27028.8
167,28169.4
168,29489.8
169,30725.5
170,31989.2
171,33212.5
172,34406.7
173,35709.3
174,37192.9
175,39036.8
176,41119.1
177,43113.4
178,45476.7
179,47641
180,49872.2
181,51415.8
182,52664.4
183,52527.2
184,51048.2
Best Voltage Step Value:, 182
