Shutter Speed (ms):, 27.5833
Gain (dB):, 0
Sharpness:, 1426
150,19477.4
151,18197.7
152,18284.1
153,18441.1
154,18636.8
155,18954.1
156,19323.7
157,19955.7
158,20503.6
159,21100.4
160,21725.9
161,22365.9
162,23139.8
163,23915.9
164,24844.5
165,25520
166,26454.6
167,27467.8
168,28629.3
169,29709.1
170,30743.4
171,31625.5
172,32440.7
173,32956.8
174,33377.8
175,33789.1
176,34141.9
177,34205.5
178,33982.7
179,33597.2
180,33007.7
181,32255.2
182,31224.6
183,29927.2
184,28507.4
Best Voltage Step Value:, 177
