Shutter Speed (ms):, 33.25
Gain (dB):, 0
Sharpness:, 1426
150,26605.3
151,27079.8
152,28355.2
153,29652.5
154,31295.1
155,32817.9
156,34619.1
157,37049
158,39022.6
159,40422.3
160,41176.5
161,41407.5
162,41127.7
163,39716.7
164,37862.8
165,36027.7
166,33814.6
167,32148.8
168,30306.7
169,28984.6
170,27611.1
171,26094.9
172,24897.6
173,23905.4
174,22605.7
175,21567.2
176,20415.8
177,19601.9
178,18971.7
179,18280.4
180,17872.1
181,17426.1
182,16918.3
183,16674.5
184,16369.2
185,16156.6
186,15957.8
187,15778.6
188,15663.4
189,15564.7
190,15405.9
191,15354.3
192,15299.9
193,15210.6
194,15104
Best Voltage Step Value:, 161
