Shutter Speed (ms):, 27.5833
Gain (dB):, 0
Sharpness:, 1426
150,21181
151,18659.2
152,18661
153,18678.5
154,18779.5
155,18963.8
156,19338.9
157,19783.4
158,20272.1
159,20965.2
160,21687.5
161,22241.1
162,23046.8
163,23962.8
164,24971.2
165,25875.1
166,26946.3
167,27971
168,29193.3
169,30461.4
170,31771.9
171,33064.8
172,34709.8
173,36503.2
174,38388.8
175,40082.3
176,41621.4
177,42551.2
178,42728.8
179,42361.4
180,41546.8
181,40334.3
182,38435.1
183,36677.4
184,35046.4
Best Voltage Step Value:, 178
